Namespace(augment=True, bs=256, classes=100, depth_id=0, epoch=200, expansion=0.0, gpu_id=0, kernel=0, light_id=0, lr=0.1, model_index=6, seed=1234, stride=1, width_id=0)
Epoch,Accuracy,learn_lr
001,9.600,0.100000
002,14.430,0.100000
003,19.060,0.100000
004,24.700,0.100000
005,31.870,0.100000
006,34.120,0.100000
007,39.320,0.100000
008,38.460,0.100000
009,44.100,0.100000
010,45.700,0.100000
011,39.720,0.100000
012,50.120,0.100000
013,49.370,0.100000
014,51.160,0.100000
015,49.090,0.100000
016,51.430,0.100000
017,54.110,0.100000
018,55.560,0.100000
019,51.600,0.100000
020,56.410,0.100000
021,57.350,0.100000
022,57.080,0.100000
023,53.060,0.100000
024,56.480,0.100000
025,55.690,0.100000
026,57.970,0.100000
027,57.840,0.100000
028,55.960,0.100000
029,59.380,0.100000
030,59.010,0.100000
031,59.620,0.100000
032,59.520,0.100000
033,61.320,0.100000
034,61.410,0.100000
035,60.790,0.100000
036,60.190,0.100000
037,60.960,0.100000
038,61.780,0.100000
039,60.090,0.100000
040,59.800,0.100000
041,62.070,0.100000
042,60.280,0.100000
043,57.120,0.100000
044,64.950,0.100000
045,63.710,0.100000
046,63.950,0.100000
047,61.200,0.100000
048,61.950,0.100000
049,62.330,0.100000
050,62.750,0.100000
051,60.380,0.100000
052,64.110,0.100000
053,65.340,0.100000
054,65.780,0.100000
055,62.670,0.100000
056,63.910,0.100000
057,62.680,0.100000
058,65.510,0.100000
059,64.630,0.100000
060,62.450,0.100000
061,76.510,0.010000
062,77.650,0.010000
063,77.990,0.010000
064,78.360,0.010000
065,78.650,0.010000
066,78.720,0.010000
067,78.740,0.010000
068,78.700,0.010000
069,78.690,0.010000
070,78.990,0.010000
071,78.830,0.010000
072,79.030,0.010000
073,79.100,0.010000
074,78.690,0.010000
075,78.790,0.010000
076,78.740,0.010000
077,78.720,0.010000
078,78.820,0.010000
079,78.890,0.010000
080,78.810,0.010000
081,79.450,0.010000
082,78.390,0.010000
083,78.250,0.010000
084,78.670,0.010000
085,78.160,0.010000
086,78.870,0.010000
087,78.160,0.010000
088,78.850,0.010000
089,78.820,0.010000
090,78.600,0.010000
091,78.240,0.010000
092,78.640,0.010000
093,78.400,0.010000
094,78.590,0.010000
095,78.800,0.010000
096,78.440,0.010000
097,78.590,0.010000
098,78.380,0.010000
099,78.390,0.010000
100,78.190,0.010000
101,77.740,0.010000
102,77.740,0.010000
103,77.970,0.010000
104,77.950,0.010000
105,77.780,0.010000
106,78.060,0.010000
107,77.860,0.010000
108,77.930,0.010000
109,77.530,0.010000
110,77.720,0.010000
111,80.080,0.001000
112,80.120,0.001000
113,80.200,0.001000
114,80.360,0.001000
115,80.360,0.001000
116,80.720,0.001000
117,80.660,0.001000
118,80.350,0.001000
119,80.640,0.001000
120,80.530,0.001000
121,80.720,0.001000
122,80.860,0.001000
123,80.850,0.001000
124,80.810,0.001000
125,80.950,0.001000
126,80.600,0.001000
127,80.800,0.001000
128,80.880,0.001000
129,80.670,0.001000
130,80.670,0.001000
131,80.740,0.001000
132,80.990,0.001000
133,80.810,0.001000
134,80.900,0.001000
135,80.930,0.001000
136,81.080,0.001000
137,80.580,0.001000
138,80.550,0.001000
139,80.650,0.001000
140,80.780,0.001000
141,80.730,0.001000
142,80.930,0.001000
143,80.890,0.001000
144,80.780,0.001000
145,80.970,0.001000
146,80.820,0.001000
147,81.020,0.001000
148,80.940,0.001000
149,80.900,0.001000
150,80.920,0.001000
151,80.930,0.001000
152,81.060,0.001000
153,80.980,0.001000
154,80.820,0.001000
155,80.900,0.001000
156,81.040,0.001000
157,81.210,0.001000
158,80.940,0.001000
159,80.860,0.001000
160,80.710,0.001000
161,80.730,0.000100
162,80.870,0.000100
163,80.850,0.000100
164,81.030,0.000100
165,80.950,0.000100
166,80.970,0.000100
167,81.030,0.000100
168,80.930,0.000100
169,81.000,0.000100
170,81.070,0.000100
171,81.080,0.000100
172,80.990,0.000100
173,81.210,0.000100
174,81.130,0.000100
175,81.110,0.000100
176,81.060,0.000100
177,81.130,0.000100
178,81.270,0.000100
179,81.220,0.000100
180,81.070,0.000100
181,81.030,0.000100
182,81.290,0.000100
183,81.120,0.000100
184,81.000,0.000100
185,81.030,0.000100
186,81.080,0.000100
187,81.180,0.000100
188,81.120,0.000100
189,81.350,0.000100
190,81.130,0.000100
191,81.100,0.000100
192,81.210,0.000100
193,81.170,0.000100
194,81.190,0.000100
195,81.160,0.000100
196,81.340,0.000100
197,81.200,0.000100
198,81.170,0.000100
199,81.070,0.000100
200,81.200,0.000100
The epoch = 189,max accuracy= 81.350
Total running time = 04:36:08
