Namespace(augment=True, bs=256, classes=100, depth_id=0, epoch=200, expansion=0.0, gpu_id=0, kernel=0, light_id=0, lr=0.1, model_index=0, seed=1234, stride=1, width_id=0)
Epoch,Accuracy,learn_lr
001,8.530,0.100000
002,15.260,0.100000
003,20.040,0.100000
004,23.530,0.100000
005,29.320,0.100000
006,32.390,0.100000
007,34.760,0.100000
008,35.260,0.100000
009,40.820,0.100000
010,44.400,0.100000
011,39.400,0.100000
012,42.930,0.100000
013,44.030,0.100000
014,46.570,0.100000
015,48.850,0.100000
016,46.040,0.100000
017,48.140,0.100000
018,50.660,0.100000
019,46.040,0.100000
020,49.360,0.100000
021,52.190,0.100000
022,52.140,0.100000
023,51.760,0.100000
024,53.840,0.100000
025,53.160,0.100000
026,52.530,0.100000
027,50.690,0.100000
028,53.140,0.100000
029,53.460,0.100000
030,51.880,0.100000
031,54.990,0.100000
032,50.390,0.100000
033,55.700,0.100000
034,54.460,0.100000
035,57.550,0.100000
036,53.470,0.100000
037,50.070,0.100000
038,54.370,0.100000
039,52.110,0.100000
040,49.470,0.100000
041,56.590,0.100000
042,57.010,0.100000
043,56.180,0.100000
044,55.030,0.100000
045,57.360,0.100000
046,55.400,0.100000
047,56.340,0.100000
048,56.780,0.100000
049,56.800,0.100000
050,58.060,0.100000
051,55.930,0.100000
052,55.610,0.100000
053,55.480,0.100000
054,57.790,0.100000
055,55.340,0.100000
056,57.320,0.100000
057,55.490,0.100000
058,57.360,0.100000
059,60.570,0.100000
060,50.790,0.100000
061,68.490,0.010000
062,69.130,0.010000
063,70.360,0.010000
064,70.660,0.010000
065,70.960,0.010000
066,70.940,0.010000
067,71.050,0.010000
068,71.100,0.010000
069,71.390,0.010000
070,71.750,0.010000
071,71.620,0.010000
072,71.370,0.010000
073,71.470,0.010000
074,71.280,0.010000
075,71.660,0.010000
076,72.030,0.010000
077,71.200,0.010000
078,71.500,0.010000
079,71.760,0.010000
080,71.850,0.010000
081,71.780,0.010000
082,71.940,0.010000
083,70.780,0.010000
084,71.490,0.010000
085,71.480,0.010000
086,71.950,0.010000
087,71.230,0.010000
088,71.860,0.010000
089,71.390,0.010000
090,71.450,0.010000
091,71.410,0.010000
092,70.840,0.010000
093,71.380,0.010000
094,70.810,0.010000
095,71.210,0.010000
096,70.840,0.010000
097,71.060,0.010000
098,70.840,0.010000
099,71.010,0.010000
100,71.130,0.010000
101,70.850,0.010000
102,71.060,0.010000
103,70.520,0.010000
104,70.370,0.010000
105,71.180,0.010000
106,71.060,0.010000
107,70.700,0.010000
108,71.090,0.010000
109,71.380,0.010000
110,70.400,0.010000
111,72.680,0.001000
112,72.910,0.001000
113,73.190,0.001000
114,73.410,0.001000
115,73.470,0.001000
116,73.480,0.001000
117,73.560,0.001000
118,73.340,0.001000
119,73.470,0.001000
120,73.450,0.001000
121,73.510,0.001000
122,73.410,0.001000
123,73.560,0.001000
124,73.470,0.001000
125,73.460,0.001000
126,73.540,0.001000
127,73.500,0.001000
128,73.600,0.001000
129,73.630,0.001000
130,73.510,0.001000
131,73.590,0.001000
132,73.640,0.001000
133,73.510,0.001000
134,73.510,0.001000
135,73.680,0.001000
136,73.650,0.001000
137,73.560,0.001000
138,73.450,0.001000
139,73.550,0.001000
140,73.690,0.001000
141,73.360,0.001000
142,73.630,0.001000
143,73.730,0.001000
144,73.820,0.001000
145,73.670,0.001000
146,73.830,0.001000
147,73.690,0.001000
148,73.740,0.001000
149,73.680,0.001000
150,73.620,0.001000
151,73.700,0.001000
152,73.650,0.001000
153,73.900,0.001000
154,73.690,0.001000
155,73.780,0.001000
156,73.970,0.001000
157,73.770,0.001000
158,73.990,0.001000
159,73.670,0.001000
160,73.750,0.001000
161,73.950,0.000100
162,73.930,0.000100
163,74.030,0.000100
164,73.860,0.000100
165,73.780,0.000100
166,73.980,0.000100
167,74.050,0.000100
168,74.060,0.000100
169,74.180,0.000100
170,73.890,0.000100
171,74.160,0.000100
172,73.950,0.000100
173,74.150,0.000100
174,74.050,0.000100
175,74.120,0.000100
176,73.990,0.000100
177,74.050,0.000100
178,74.050,0.000100
179,74.090,0.000100
180,73.970,0.000100
181,74.180,0.000100
182,74.060,0.000100
183,73.980,0.000100
184,74.070,0.000100
185,74.220,0.000100
186,74.240,0.000100
187,74.230,0.000100
188,74.160,0.000100
189,74.080,0.000100
190,74.200,0.000100
191,74.110,0.000100
192,74.000,0.000100
193,74.120,0.000100
194,74.120,0.000100
195,74.190,0.000100
196,74.290,0.000100
197,74.210,0.000100
198,74.270,0.000100
199,74.070,0.000100
200,74.160,0.000100
The epoch = 196,max accuracy= 74.290
Total running time = 00:49:23
