Namespace(augment=True, bs=256, classes=100, depth_id=0, epoch=200, expansion=0.0, gpu_id=2, kernel=0, light_id=0, lr=0.1, model_index=13, seed=1234, stride=1, width_id=0)
Epoch,Accuracy,learn_lr
001,2.450,0.100000
002,3.630,0.100000
003,6.460,0.100000
004,8.340,0.100000
005,11.210,0.100000
006,14.330,0.100000
007,20.410,0.100000
008,22.340,0.100000
009,30.540,0.100000
010,37.230,0.100000
011,41.130,0.100000
012,45.130,0.100000
013,44.470,0.100000
014,49.650,0.100000
015,50.800,0.100000
016,51.250,0.100000
017,50.980,0.100000
018,53.140,0.100000
019,55.000,0.100000
020,54.080,0.100000
021,56.590,0.100000
022,58.630,0.100000
023,58.470,0.100000
024,60.170,0.100000
025,58.630,0.100000
026,56.720,0.100000
027,58.980,0.100000
028,60.040,0.100000
029,58.480,0.100000
030,61.130,0.100000
031,59.180,0.100000
032,60.520,0.100000
033,58.080,0.100000
034,61.260,0.100000
035,61.250,0.100000
036,57.670,0.100000
037,61.510,0.100000
038,61.500,0.100000
039,58.190,0.100000
040,61.360,0.100000
041,63.740,0.100000
042,60.500,0.100000
043,60.560,0.100000
044,61.430,0.100000
045,60.070,0.100000
046,63.840,0.100000
047,60.270,0.100000
048,61.200,0.100000
049,63.440,0.100000
050,60.720,0.100000
051,64.320,0.100000
052,62.770,0.100000
053,60.130,0.100000
054,61.490,0.100000
055,64.970,0.100000
056,64.640,0.100000
057,65.240,0.100000
058,58.930,0.100000
059,63.870,0.100000
060,62.090,0.100000
061,76.500,0.010000
062,77.610,0.010000
063,77.760,0.010000
064,78.210,0.010000
065,78.690,0.010000
066,78.310,0.010000
067,78.850,0.010000
068,78.890,0.010000
069,79.120,0.010000
070,79.460,0.010000
071,79.400,0.010000
072,79.040,0.010000
073,79.250,0.010000
074,79.420,0.010000
075,79.080,0.010000
076,79.250,0.010000
077,79.330,0.010000
078,79.300,0.010000
079,79.190,0.010000
080,78.860,0.010000
081,79.040,0.010000
082,78.910,0.010000
083,79.090,0.010000
084,79.240,0.010000
085,78.920,0.010000
086,78.960,0.010000
087,79.000,0.010000
088,78.950,0.010000
089,79.520,0.010000
090,79.090,0.010000
091,79.350,0.010000
092,79.400,0.010000
093,79.110,0.010000
094,79.240,0.010000
095,78.960,0.010000
096,78.910,0.010000
097,78.790,0.010000
098,78.700,0.010000
099,78.590,0.010000
100,79.270,0.010000
101,78.570,0.010000
102,78.990,0.010000
103,78.390,0.010000
104,77.850,0.010000
105,78.570,0.010000
106,78.870,0.010000
107,78.640,0.010000
108,78.580,0.010000
109,78.040,0.010000
110,78.590,0.010000
111,80.360,0.001000
112,81.040,0.001000
113,81.140,0.001000
114,81.060,0.001000
115,81.150,0.001000
116,81.340,0.001000
117,81.160,0.001000
118,81.330,0.001000
119,81.270,0.001000
120,81.230,0.001000
121,81.230,0.001000
122,81.320,0.001000
123,81.170,0.001000
124,81.380,0.001000
125,81.390,0.001000
126,81.140,0.001000
127,81.090,0.001000
128,81.190,0.001000
129,81.110,0.001000
130,81.210,0.001000
131,81.460,0.001000
132,81.360,0.001000
133,81.300,0.001000
134,81.430,0.001000
135,81.130,0.001000
136,81.220,0.001000
137,81.420,0.001000
138,81.120,0.001000
139,81.480,0.001000
140,81.190,0.001000
141,81.650,0.001000
142,81.540,0.001000
143,81.630,0.001000
144,81.470,0.001000
145,81.550,0.001000
146,81.410,0.001000
147,81.530,0.001000
148,81.590,0.001000
149,81.500,0.001000
150,81.330,0.001000
151,81.580,0.001000
152,81.700,0.001000
153,81.550,0.001000
154,81.450,0.001000
155,81.750,0.001000
156,81.930,0.001000
157,81.590,0.001000
158,81.520,0.001000
159,81.700,0.001000
160,81.790,0.001000
161,81.770,0.000100
162,81.870,0.000100
163,81.980,0.000100
164,81.800,0.000100
165,81.900,0.000100
166,81.950,0.000100
167,81.760,0.000100
168,81.780,0.000100
169,81.860,0.000100
170,81.870,0.000100
171,81.760,0.000100
172,81.750,0.000100
173,81.870,0.000100
174,81.950,0.000100
175,81.800,0.000100
176,81.890,0.000100
177,81.840,0.000100
178,81.790,0.000100
179,81.720,0.000100
180,81.710,0.000100
181,81.700,0.000100
182,81.750,0.000100
183,81.910,0.000100
184,81.720,0.000100
185,81.760,0.000100
186,81.810,0.000100
187,81.720,0.000100
188,81.950,0.000100
189,81.720,0.000100
190,81.740,0.000100
191,81.870,0.000100
192,81.840,0.000100
193,81.790,0.000100
194,81.810,0.000100
195,81.680,0.000100
196,81.970,0.000100
197,81.880,0.000100
198,81.860,0.000100
199,81.880,0.000100
200,81.880,0.000100
The epoch = 163,max accuracy= 81.980
Total running time = 04:58:15
