Namespace(augment=True, bs=256, classes=100, depth_id=0, epoch=200, expansion=0.0, gpu_id=0, kernel=0, light_id=0, lr=0.1, model_index=9, seed=1234, stride=1, width_id=0)
Epoch,Accuracy,learn_lr
001,0.790,0.100000
002,1.790,0.100000
003,3.620,0.100000
004,4.620,0.100000
005,6.460,0.100000
006,8.730,0.100000
007,10.840,0.100000
008,13.650,0.100000
009,13.960,0.100000
010,16.400,0.100000
011,21.030,0.100000
012,22.440,0.100000
013,26.210,0.100000
014,28.460,0.100000
015,29.760,0.100000
016,34.210,0.100000
017,27.620,0.100000
018,37.950,0.100000
019,39.640,0.100000
020,36.610,0.100000
021,38.070,0.100000
022,36.990,0.100000
023,41.690,0.100000
024,44.280,0.100000
025,44.950,0.100000
026,44.380,0.100000
027,47.190,0.100000
028,49.160,0.100000
029,45.720,0.100000
030,49.790,0.100000
031,51.720,0.100000
032,52.520,0.100000
033,50.800,0.100000
034,49.930,0.100000
035,50.660,0.100000
036,53.470,0.100000
037,51.280,0.100000
038,50.060,0.100000
039,48.200,0.100000
040,51.730,0.100000
041,56.690,0.100000
042,54.490,0.100000
043,53.150,0.100000
044,49.020,0.100000
045,55.310,0.100000
046,56.320,0.100000
047,53.280,0.100000
048,54.740,0.100000
049,56.490,0.100000
050,58.330,0.100000
051,58.010,0.100000
052,55.830,0.100000
053,55.740,0.100000
054,56.810,0.100000
055,55.960,0.100000
056,56.290,0.100000
057,59.730,0.100000
058,58.070,0.100000
059,58.540,0.100000
060,59.010,0.100000
061,72.940,0.010000
062,73.790,0.010000
063,74.540,0.010000
064,74.950,0.010000
065,75.420,0.010000
066,75.160,0.010000
067,75.700,0.010000
068,75.620,0.010000
069,75.730,0.010000
070,75.890,0.010000
071,75.410,0.010000
072,75.590,0.010000
073,76.260,0.010000
074,75.830,0.010000
075,75.520,0.010000
076,76.300,0.010000
077,75.980,0.010000
078,75.880,0.010000
079,76.100,0.010000
080,76.260,0.010000
081,75.940,0.010000
082,76.080,0.010000
083,75.800,0.010000
084,75.570,0.010000
085,75.680,0.010000
086,75.810,0.010000
087,76.600,0.010000
088,75.960,0.010000
089,75.990,0.010000
090,75.600,0.010000
091,76.010,0.010000
092,75.310,0.010000
093,75.050,0.010000
094,75.760,0.010000
095,74.880,0.010000
096,75.300,0.010000
097,74.530,0.010000
098,74.460,0.010000
099,76.540,0.010000
100,74.790,0.010000
101,75.390,0.010000
102,75.520,0.010000
103,75.950,0.010000
104,75.450,0.010000
105,74.790,0.010000
106,75.400,0.010000
107,74.750,0.010000
108,74.390,0.010000
109,75.130,0.010000
110,75.510,0.010000
111,77.860,0.001000
112,78.190,0.001000
113,78.250,0.001000
114,78.510,0.001000
115,78.560,0.001000
116,78.430,0.001000
117,78.280,0.001000
118,78.610,0.001000
119,78.470,0.001000
120,78.580,0.001000
121,78.720,0.001000
122,78.740,0.001000
123,78.530,0.001000
124,78.500,0.001000
125,78.730,0.001000
126,78.590,0.001000
127,78.610,0.001000
128,78.840,0.001000
129,78.490,0.001000
130,78.610,0.001000
131,78.710,0.001000
132,78.850,0.001000
133,78.670,0.001000
134,78.410,0.001000
135,78.340,0.001000
136,78.790,0.001000
137,78.600,0.001000
138,78.840,0.001000
139,78.680,0.001000
140,78.660,0.001000
141,78.280,0.001000
142,78.570,0.001000
143,78.500,0.001000
144,78.710,0.001000
145,78.750,0.001000
146,78.810,0.001000
147,78.680,0.001000
148,78.520,0.001000
149,78.640,0.001000
150,78.810,0.001000
151,78.970,0.001000
152,78.680,0.001000
153,78.610,0.001000
154,78.510,0.001000
155,78.580,0.001000
156,78.500,0.001000
157,78.760,0.001000
158,78.520,0.001000
159,78.910,0.001000
160,78.920,0.001000
161,78.840,0.000100
162,78.910,0.000100
163,78.890,0.000100
164,78.950,0.000100
165,79.090,0.000100
166,78.840,0.000100
167,78.920,0.000100
168,78.930,0.000100
169,79.000,0.000100
170,79.040,0.000100
171,79.010,0.000100
172,79.160,0.000100
173,79.140,0.000100
174,79.140,0.000100
175,78.980,0.000100
176,79.170,0.000100
177,78.980,0.000100
178,79.140,0.000100
179,79.130,0.000100
180,79.170,0.000100
181,79.220,0.000100
182,79.100,0.000100
183,79.260,0.000100
184,79.220,0.000100
185,79.070,0.000100
186,79.230,0.000100
187,79.230,0.000100
188,79.260,0.000100
189,79.010,0.000100
190,79.220,0.000100
191,79.160,0.000100
192,79.130,0.000100
193,79.180,0.000100
194,79.400,0.000100
195,79.220,0.000100
196,79.210,0.000100
197,79.160,0.000100
198,79.400,0.000100
199,79.270,0.000100
200,79.310,0.000100
The epoch = 194,max accuracy= 79.400
Total running time = 03:28:34
