Namespace(augment=True, bs=256, classes=200, depth_id=1, epoch=200, expansion=-1.0, gpu_id=1, kernel=3, light_id=0, lr=0.1, model_index=2, seed=1234, stride=1, width_id=2)
Epoch,Accuracy,learn_lr
001,5.860,0.100000
002,9.470,0.100000
003,15.100,0.100000
004,20.340,0.100000
005,23.080,0.100000
006,27.450,0.100000
007,28.390,0.100000
008,29.500,0.100000
009,32.860,0.100000
010,34.610,0.100000
011,33.300,0.100000
012,34.870,0.100000
013,37.530,0.100000
014,38.430,0.100000
015,39.340,0.100000
016,39.590,0.100000
017,37.600,0.100000
018,40.610,0.100000
019,40.020,0.100000
020,41.400,0.100000
021,39.620,0.100000
022,41.760,0.100000
023,42.540,0.100000
024,41.870,0.100000
025,40.160,0.100000
026,41.650,0.100000
027,41.460,0.100000
028,42.040,0.100000
029,43.590,0.100000
030,43.170,0.100000
031,41.060,0.100000
032,45.670,0.100000
033,42.570,0.100000
034,42.210,0.100000
035,43.930,0.100000
036,44.210,0.100000
037,43.860,0.100000
038,41.350,0.100000
039,44.340,0.100000
040,43.520,0.100000
041,42.270,0.100000
042,42.200,0.100000
043,42.490,0.100000
044,44.100,0.100000
045,41.340,0.100000
046,46.320,0.100000
047,43.680,0.100000
048,44.060,0.100000
049,47.410,0.100000
050,48.170,0.100000
051,45.160,0.100000
052,46.720,0.100000
053,46.830,0.100000
054,43.180,0.100000
055,41.580,0.100000
056,46.640,0.100000
057,44.300,0.100000
058,45.160,0.100000
059,45.590,0.100000
060,48.560,0.100000
061,61.480,0.010000
062,62.580,0.010000
063,63.290,0.010000
064,63.700,0.010000
065,64.230,0.010000
066,64.480,0.010000
067,65.360,0.010000
068,64.790,0.010000
069,64.700,0.010000
070,64.900,0.010000
071,64.890,0.010000
072,65.750,0.010000
073,64.740,0.010000
074,65.220,0.010000
075,65.220,0.010000
076,65.380,0.010000
077,65.460,0.010000
078,64.500,0.010000
079,65.150,0.010000
080,65.180,0.010000
081,64.910,0.010000
082,64.900,0.010000
083,64.910,0.010000
084,64.850,0.010000
085,64.560,0.010000
086,64.720,0.010000
087,63.650,0.010000
088,64.310,0.010000
089,64.330,0.010000
090,63.950,0.010000
091,64.280,0.010000
092,63.770,0.010000
093,63.820,0.010000
094,63.760,0.010000
095,63.490,0.010000
096,64.210,0.010000
097,63.220,0.010000
098,63.620,0.010000
099,63.660,0.010000
100,63.720,0.010000
101,63.830,0.010000
102,63.700,0.010000
103,63.660,0.010000
104,63.970,0.010000
105,63.760,0.010000
106,63.030,0.010000
107,63.410,0.010000
108,63.510,0.010000
109,63.230,0.010000
110,63.350,0.010000
111,68.080,0.001000
112,68.460,0.001000
113,68.910,0.001000
114,68.900,0.001000
115,69.040,0.001000
116,68.900,0.001000
117,69.120,0.001000
118,69.280,0.001000
119,69.370,0.001000
120,69.170,0.001000
121,69.530,0.001000
122,69.470,0.001000
123,69.380,0.001000
124,69.360,0.001000
125,69.360,0.001000
126,69.510,0.001000
127,69.440,0.001000
128,69.570,0.001000
129,69.500,0.001000
130,69.380,0.001000
131,69.110,0.001000
132,69.020,0.001000
133,69.240,0.001000
134,69.010,0.001000
135,69.250,0.001000
136,69.140,0.001000
137,68.980,0.001000
138,69.290,0.001000
139,69.140,0.001000
140,69.030,0.001000
141,69.260,0.001000
142,68.940,0.001000
143,69.100,0.001000
144,69.400,0.001000
145,69.090,0.001000
146,68.830,0.001000
147,69.260,0.001000
148,69.250,0.001000
149,69.120,0.001000
150,69.120,0.001000
151,69.360,0.001000
152,69.010,0.001000
153,69.120,0.001000
154,69.040,0.001000
155,68.840,0.001000
156,68.900,0.001000
157,69.000,0.001000
158,69.020,0.001000
159,69.050,0.001000
160,69.190,0.001000
161,69.110,0.000100
162,69.220,0.000100
163,69.220,0.000100
164,69.210,0.000100
165,69.190,0.000100
166,69.410,0.000100
167,69.110,0.000100
168,69.380,0.000100
169,69.330,0.000100
170,69.360,0.000100
171,69.430,0.000100
172,69.340,0.000100
173,69.410,0.000100
174,69.380,0.000100
175,69.340,0.000100
176,69.180,0.000100
177,69.470,0.000100
178,69.370,0.000100
179,69.400,0.000100
180,69.280,0.000100
181,69.500,0.000100
182,69.430,0.000100
183,69.340,0.000100
184,69.430,0.000100
185,69.460,0.000100
186,69.460,0.000100
187,69.480,0.000100
188,69.460,0.000100
189,69.210,0.000100
190,69.330,0.000100
191,69.180,0.000100
192,69.270,0.000100
193,69.540,0.000100
194,69.490,0.000100
195,69.400,0.000100
196,69.320,0.000100
197,69.300,0.000100
198,69.440,0.000100
199,69.520,0.000100
200,69.480,0.000100
The epoch = 128,max accuracy= 69.570
Total running time = 11:15:28
